road_type,time_of_day,day_of_week,historical_avg_speed,weather_condition,distance_km,actual_speed
2.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+00,3.743703018716130515e+01,0.000000000000000000e+00,1.541956099346470932e+00,3.279354400858775875e+01
2.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,3.487255052339350669e+01,0.000000000000000000e+00,3.247875441924388262e+00,3.284450072429317657e+01
3.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00,1.767046519259928772e+01,0.000000000000000000e+00,4.200812754219244383e+00,1.480898018872075994e+01
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,5.140569304361672920e+01,1.000000000000000000e+00,9.723233010999552395e-01,3.434307147502435242e+01
2.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,2.968042726346071447e+01,0.000000000000000000e+00,7.598435709429121054e+00,2.589545299462465522e+01
1.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00,5.458521551814840223e+01,0.000000000000000000e+00,6.239324921455687623e+00,5.119284272615106346e+01
2.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,3.302389188258681685e+01,0.000000000000000000e+00,5.981388298890998989e+00,1.358092537389031129e+01
1.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,5.445784175318238596e+01,0.000000000000000000e+00,1.796453937415452007e+00,4.396091681112541494e+01
1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.552069252651691045e+01,0.000000000000000000e+00,5.028505760091417365e+00,5.282432550298132412e+01
1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,6.069490213108689858e+01,1.000000000000000000e+00,4.472937101065005194e+00,4.587172969626070085e+01
2.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,3.674260207826527846e+01,0.000000000000000000e+00,7.868516343400203894e+00,1.701797889581145995e+01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.521401134508516151e+01,0.000000000000000000e+00,6.107538275601184452e+00,2.816971088180332217e+01
2.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,3.030560965737598167e+01,0.000000000000000000e+00,4.818214127871733865e+00,2.495633550793985833e+01
3.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.207863463890478783e+01,0.000000000000000000e+00,6.881094998525916218e+00,1.579907485478431362e+01
2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,3.764552447538399349e+01,0.000000000000000000e+00,1.663207031455321117e+00,3.404869899535569289e+01
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.617251792456821846e+01,1.000000000000000000e+00,6.141239726823289891e-01,2.806123651935874719e+01
3.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+00,1.885641698305184022e+01,0.000000000000000000e+00,5.676750000608923763e+00,1.146318899178889339e+01
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.387065136127765186e+01,1.000000000000000000e+00,1.237335951779281018e+00,3.300046487205973733e+01
3.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.222011879400400503e+01,0.000000000000000000e+00,1.365752299876318965e+00,1.235698927966546989e+01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.377566146293317217e+01,0.000000000000000000e+00,6.085105448183979249e+00,4.320289865752427261e+01
3.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,2.014868220738648574e+01,0.000000000000000000e+00,2.529011331004918262e+00,1.694690629959014316e+01
1.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,4.855839462083062585e+01,0.000000000000000000e+00,5.214734116766696737e+00,3.722298972838557773e+01
3.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,1.969545630599115071e+01,1.000000000000000000e+00,7.380551945695613014e+00,1.369620792800545850e+01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.575342705995010562e+01,0.000000000000000000e+00,2.873558987283937327e+00,3.225779244430481185e+01
3.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,2.462534786963346178e+01,0.000000000000000000e+00,2.128581183799391319e+00,1.702140811897198347e+01
1.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,5.522847703073875181e+01,1.000000000000000000e+00,1.299221628057887878e+00,3.890225521607497683e+01
2.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,3.817834651827804748e+01,0.000000000000000000e+00,1.478467710647945799e+00,1.642151456981989099e+01
3.000000000000000000e+00,2.100000000000000000e+01,5.000000000000000000e+00,2.176429195753361867e+01,1.000000000000000000e+00,9.666702153413204712e-01,1.735594810461543247e+01
2.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+00,3.236681799403129389e+01,0.000000000000000000e+00,1.157317841223050925e+00,3.005382838091521336e+01
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,3.357797222629030642e+01,0.000000000000000000e+00,3.740034416068654721e+00,1.137272814028623813e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.649704107633937156e+01,1.000000000000000000e+00,2.906487837679772923e+00,3.181717608901391969e+01
2.000000000000000000e+00,1.600000000000000000e+01,6.000000000000000000e+00,3.419575667334350300e+01,0.000000000000000000e+00,5.799206107422484990e+00,3.153376872138223774e+01
2.000000000000000000e+00,1.200000000000000000e+01,6.000000000000000000e+00,3.307250793542218048e+01,1.000000000000000000e+00,7.026812436852513777e+00,2.149674680633904700e+01
2.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,3.032738328555115359e+01,0.000000000000000000e+00,6.385799023567882315e+00,1.627001036779572019e+01
3.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,1.932047265702231442e+01,1.000000000000000000e+00,4.479779424992392123e+00,6.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,5.380876167937154975e+01,0.000000000000000000e+00,1.268315871744900569e+00,4.170774603775752354e+01
2.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,3.325608079413886031e+01,0.000000000000000000e+00,5.823254629561651186e+00,1.093696081199881753e+01
3.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.907620208333788980e+01,1.000000000000000000e+00,3.221215435451551645e+00,6.000000000000000000e+00
3.000000000000000000e+00,2.300000000000000000e+01,0.000000000000000000e+00,2.667213099629273287e+01,0.000000000000000000e+00,1.142377954365576320e+00,1.663950332619264216e+01
2.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,3.680120284787331997e+01,0.000000000000000000e+00,6.818498054094692229e+00,1.338456507810381169e+01
2.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+00,4.157640713075656436e+01,1.000000000000000000e+00,3.036623878868791593e+00,2.480390325856824774e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.018437864636880974e+01,0.000000000000000000e+00,2.136866243836784918e+00,2.916765475492499959e+01
1.000000000000000000e+00,1.900000000000000000e+01,6.000000000000000000e+00,5.593943117661306275e+01,1.000000000000000000e+00,7.035890484641323717e+00,4.208616449858696740e+01
2.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+00,3.369617327283702224e+01,0.000000000000000000e+00,7.266004013352537427e+00,2.540493497431756964e+01
2.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,3.505895900554562417e+01,0.000000000000000000e+00,3.042281278936698641e+00,3.302163168439101071e+01
2.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,4.055232093803604698e+01,0.000000000000000000e+00,3.161010644610300790e+00,4.171561810043233720e+01
1.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,4.978152140064524644e+01,0.000000000000000000e+00,4.847213956873580365e+00,4.850693793730598458e+01
3.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,2.028185750930439823e+01,0.000000000000000000e+00,6.000811203579935693e+00,1.987257719629185004e+01
3.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00,1.975561336418063263e+01,0.000000000000000000e+00,9.736190143014760157e-01,1.769521677106888191e+01
2.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,3.328986802274896917e+01,0.000000000000000000e+00,4.950077428913537858e+00,2.942993222270147413e+01
2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.866795745723475619e+01,0.000000000000000000e+00,7.646150463376861772e+00,2.437468843011615860e+01
2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,3.885611048311317717e+01,0.000000000000000000e+00,2.465704228849652679e+00,1.675831608110934567e+01
3.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,2.597528816831446008e+01,1.000000000000000000e+00,7.316204105727003082e+00,1.035796515385928274e+01
2.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,3.674564389872811887e+01,0.000000000000000000e+00,7.626262555723202219e+00,3.658794562490497526e+01
1.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,5.098487039549269184e+01,0.000000000000000000e+00,2.518652307283173020e+00,4.213725137768081908e+01
3.000000000000000000e+00,1.600000000000000000e+01,5.000000000000000000e+00,2.283292398260326905e+01,1.000000000000000000e+00,6.156513994140128787e+00,1.332658733507323490e+01
3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,2.459795599888659012e+01,0.000000000000000000e+00,2.290812562396699725e+00,6.000000000000000000e+00
3.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+00,2.316514653071558527e+01,1.000000000000000000e+00,6.032083712990995217e+00,1.085244297098894251e+01
2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.485191799987046579e+01,0.000000000000000000e+00,6.480649784666194790e+00,3.245300720513671422e+01
2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.923174119631967471e+01,0.000000000000000000e+00,2.354042777829870481e+00,4.099521217404782902e+01
2.000000000000000000e+00,2.000000000000000000e+01,3.000000000000000000e+00,3.287258037009711131e+01,0.000000000000000000e+00,5.869021576874262180e+00,1.251662296332895963e+01
3.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,2.149350340546143912e+01,0.000000000000000000e+00,6.590784041480674205e+00,1.844874070643945174e+01
3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,2.387680098867392431e+01,0.000000000000000000e+00,3.189341540801838182e+00,1.648060741483348579e+01
1.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+00,5.595352287257470891e+01,1.000000000000000000e+00,1.757770819922952032e+00,3.592846585923675917e+01
1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.667989272082745345e+01,0.000000000000000000e+00,1.189734254881351649e+00,5.113908439363193992e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.660060991790012963e+01,0.000000000000000000e+00,4.815362777074564171e+00,3.395855996923870634e+01
3.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00,2.357459983158599925e+01,0.000000000000000000e+00,7.835735894867848828e+00,1.639368879491490461e+01
3.000000000000000000e+00,2.100000000000000000e+01,6.000000000000000000e+00,2.090554478296290242e+01,0.000000000000000000e+00,6.672127400166621314e+00,1.605337058277843809e+01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.290748338706714549e+01,0.000000000000000000e+00,3.768797292009145927e+00,4.770135284935079056e+01
2.000000000000000000e+00,1.100000000000000000e+01,6.000000000000000000e+00,3.541141635913275820e+01,1.000000000000000000e+00,4.524656771412189471e+00,2.538252876258237478e+01
2.000000000000000000e+00,2.300000000000000000e+01,2.000000000000000000e+00,3.953356612130431813e+01,0.000000000000000000e+00,2.596459140588641912e+00,3.644619249824394558e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.192541789316851464e+01,0.000000000000000000e+00,1.722994005200476852e+00,2.165711895859562830e+01
3.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,2.379819523277865301e+01,0.000000000000000000e+00,4.115608686742049827e+00,2.051744760594926831e+01
3.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,2.233731197833653681e+01,1.000000000000000000e+00,3.976261746253888951e+00,6.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,4.110117556464887656e+01,1.000000000000000000e+00,4.414474646028201832e+00,3.073901690204549553e+01
2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,3.458625187682148550e+01,0.000000000000000000e+00,7.646034391729555679e+00,1.480148743759668761e+01
2.000000000000000000e+00,2.200000000000000000e+01,5.000000000000000000e+00,3.680851095783352633e+01,1.000000000000000000e+00,5.029214751085791413e+00,2.716796033043273439e+01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,5.284333304136556109e+01,0.000000000000000000e+00,5.043288774667803231e+00,4.383103656237004486e+01
3.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,1.863868008962580092e+01,1.000000000000000000e+00,1.460185721458075792e+00,7.808087227649789241e+00
3.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,2.197929481720253975e+01,0.000000000000000000e+00,7.973666496326153208e+00,1.585439255546267212e+01
3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,2.554329378161523323e+01,0.000000000000000000e+00,6.296337081760014165e+00,2.196114797745783420e+01
3.000000000000000000e+00,2.100000000000000000e+01,6.000000000000000000e+00,2.390076682338264291e+01,0.000000000000000000e+00,7.079025080705036110e+00,1.535738005678018325e+01
2.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,2.874079869910882579e+01,0.000000000000000000e+00,3.607253088732455648e+00,2.734833894485825923e+01
3.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00,2.419857784764051445e+01,0.000000000000000000e+00,4.265960718392186379e+00,1.666035832680656270e+01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.740594879156159180e+01,0.000000000000000000e+00,4.415628568717073321e+00,6.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,2.451997649911115928e+01,0.000000000000000000e+00,1.955709044672038877e+00,1.352386233842497631e+01
1.000000000000000000e+00,1.100000000000000000e+01,3.000000000000000000e+00,5.663322919257284127e+01,1.000000000000000000e+00,5.671168672452179038e+00,3.833294100434891050e+01
2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,3.455058366247448731e+01,0.000000000000000000e+00,7.272325427130924780e+00,2.374869011605565916e+01
1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,5.718175781917620526e+01,0.000000000000000000e+00,1.727793636038142511e+00,5.366111039710170161e+01
3.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.120760100746738885e+01,0.000000000000000000e+00,1.147387051146233627e+00,1.980710822324365594e+01
2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,3.544809108845398526e+01,1.000000000000000000e+00,6.036641791552566083e+00,9.722878720355462079e+00
1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,5.068530876058855483e+01,1.000000000000000000e+00,2.549013737547365377e+00,2.680493073922766811e+01
2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,3.423140215900640726e+01,0.000000000000000000e+00,5.178969062129969991e+00,2.517211806349972036e+01
2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,3.777158771347738764e+01,0.000000000000000000e+00,5.718187534941354677e+00,2.011748349543575287e+01
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,3.100652204452207883e+01,0.000000000000000000e+00,2.914330726863663568e+00,1.064914728785369746e+01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.745587105047145116e+01,0.000000000000000000e+00,6.613584480693383227e+00,3.595128751543748535e+01
2.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+00,2.894384083016240439e+01,0.000000000000000000e+00,4.624917365856626716e+00,2.058794057751800111e+01
2.000000000000000000e+00,1.200000000000000000e+01,6.000000000000000000e+00,3.143121248650967203e+01,1.000000000000000000e+00,7.017495559638520675e+00,1.669219266048542494e+01
3.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,2.105563944014321720e+01,0.000000000000000000e+00,6.224701644192106365e+00,1.671300934638780689e+01
2.000000000000000000e+00,2.200000000000000000e+01,6.000000000000000000e+00,3.546075500010388737e+01,0.000000000000000000e+00,7.014317240280903754e+00,3.126884303436514045e+01
3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.028186196050609169e+01,0.000000000000000000e+00,6.512103658842056664e-01,1.539811933185624859e+01
2.000000000000000000e+00,2.300000000000000000e+01,5.000000000000000000e+00,3.319997858463605667e+01,0.000000000000000000e+00,2.326296955539460143e+00,2.878915235284351937e+01
2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,3.832148113830698577e+01,0.000000000000000000e+00,1.175059553344539598e+00,3.351905486734266759e+01
3.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,2.556607052518764434e+01,0.000000000000000000e+00,3.815622628920118942e+00,1.823728180702014257e+01
2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.372681430457146945e+01,0.000000000000000000e+00,7.174700912114886364e+00,3.343664575341510670e+01
1.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,5.381766287485259426e+01,1.000000000000000000e+00,4.006551967001518832e+00,3.781926494667722238e+01
1.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,5.413883709664624888e+01,0.000000000000000000e+00,6.872847834352955765e+00,2.774925987054740162e+01
3.000000000000000000e+00,1.400000000000000000e+01,5.000000000000000000e+00,2.865323606964543757e+01,0.000000000000000000e+00,2.953836785144884125e+00,2.370657216961181035e+01
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.505088644866499692e+01,1.000000000000000000e+00,3.046775546039393046e+00,2.082957559812018644e+01
2.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+00,3.971304996934519238e+01,0.000000000000000000e+00,7.216712977451582134e+00,3.387417665073002127e+01
1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,5.719605179469112954e+01,0.000000000000000000e+00,3.693628598837761512e+00,5.519507343440475466e+01
1.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,5.468540430681692044e+01,0.000000000000000000e+00,6.423241158459997990e+00,3.422309105313483713e+01
1.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,5.305783702874025209e+01,0.000000000000000000e+00,2.274826609114259934e+00,2.417194332995271466e+01
2.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,3.733756916423271832e+01,0.000000000000000000e+00,7.616006222582266005e+00,3.021094129804676598e+01
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.264160809145217712e+01,0.000000000000000000e+00,4.809336848979283374e+00,2.670845633122560159e+01
2.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,3.384046086435825629e+01,0.000000000000000000e+00,6.194926764338013925e+00,3.359087847031417340e+01
2.000000000000000000e+00,2.200000000000000000e+01,3.000000000000000000e+00,3.697652595311444657e+01,0.000000000000000000e+00,1.171367748461641156e+00,3.185128722305725191e+01
3.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.127824614461782105e+01,0.000000000000000000e+00,4.194981693728965233e+00,1.565755767124377762e+01
2.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,3.381514175581228443e+01,1.000000000000000000e+00,7.257788733005174464e+00,1.751770061310980253e+01
2.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,3.407616783102487545e+01,0.000000000000000000e+00,7.077789717824783722e+00,3.322572482150309980e+01
3.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,1.993989098503046975e+01,1.000000000000000000e+00,8.511046792567065200e-01,1.056451083183461748e+01
2.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00,3.634839395592344147e+01,0.000000000000000000e+00,2.777738518467100182e+00,2.990146625559983562e+01
2.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+00,3.510873718196977933e+01,0.000000000000000000e+00,3.824900048593100621e+00,1.196139989708261275e+01
3.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,1.793148381641509559e+01,0.000000000000000000e+00,1.791986107668411599e+00,1.549887324822806889e+01
3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.053759952362304730e+01,0.000000000000000000e+00,5.974987332424777975e+00,1.716466515609968724e+01
1.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,5.389887581175263165e+01,0.000000000000000000e+00,1.883839966990336734e+00,4.521552752539562192e+01
3.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,2.087786762681601260e+01,0.000000000000000000e+00,3.099797707774146538e+00,1.988464787625393626e+01
2.000000000000000000e+00,2.100000000000000000e+01,3.000000000000000000e+00,3.679727530134486102e+01,0.000000000000000000e+00,5.474604776433636744e+00,2.798869484072234926e+01
2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,3.289341951532818342e+01,0.000000000000000000e+00,4.115670083933599344e+00,2.486015757167249873e+01
2.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,4.311162557776767557e+01,1.000000000000000000e+00,6.039282789761703185e+00,2.873390347000304246e+01
3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,2.615666674665092017e+01,0.000000000000000000e+00,7.709059259171447742e+00,9.837980652455133423e+00
2.000000000000000000e+00,1.800000000000000000e+01,5.000000000000000000e+00,3.914220923791729234e+01,0.000000000000000000e+00,1.374100157863981320e+00,4.073303209961125759e+01
2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.189890356157810203e+01,0.000000000000000000e+00,5.821757872985457105e+00,2.527358207892848441e+01
2.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+00,2.890827016452237430e+01,1.000000000000000000e+00,2.227581167240859195e+00,1.888255714661275064e+01
1.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,5.398279181615418310e+01,1.000000000000000000e+00,3.608575455556769285e+00,3.220790522131693479e+01
1.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.588057761783496602e+01,1.000000000000000000e+00,7.464704434635487384e-01,3.031531627244983795e+01
1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.451412362606993156e+01,0.000000000000000000e+00,1.519305367195242118e+00,5.100401685065012458e+01
1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,5.341053095342257961e+01,0.000000000000000000e+00,2.898329667866747617e+00,4.982778018974302370e+01
1.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,4.977703631318946975e+01,0.000000000000000000e+00,3.064893539659887089e+00,5.334500622252625845e+01
1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,5.298357617983064927e+01,0.000000000000000000e+00,7.246889123465718008e+00,4.428517720128508728e+01
2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,3.427075949306817648e+01,1.000000000000000000e+00,6.063596819498862978e+00,2.052193064254755939e+01
1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,5.351389846670590345e+01,0.000000000000000000e+00,7.791372261402807808e+00,4.286489535347247681e+01
2.000000000000000000e+00,1.700000000000000000e+01,5.000000000000000000e+00,3.349682335852071446e+01,1.000000000000000000e+00,4.993036327514303707e+00,2.590685943408506375e+01
3.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,1.960513849844279477e+01,0.000000000000000000e+00,2.312852990684884702e+00,1.474044999668919864e+01
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.996457530496348909e+01,1.000000000000000000e+00,2.957412724412321392e+00,2.048193189219799493e+01
2.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,3.712534191484594714e+01,0.000000000000000000e+00,2.898769424689753293e+00,2.965456740388210832e+01
1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,5.786802981288882819e+01,0.000000000000000000e+00,2.948707457474387006e+00,2.112676960402740178e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.581831642301361995e+01,0.000000000000000000e+00,5.547231298338617833e+00,4.121849276385106009e+01
1.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,5.099470646134673757e+01,0.000000000000000000e+00,4.481059460678121553e+00,4.850812161528551059e+01
1.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,5.721529361406421543e+01,0.000000000000000000e+00,3.390681335649832207e+00,4.438558741101767424e+01
2.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,3.904466770117099372e+01,0.000000000000000000e+00,1.618173265465374433e+00,3.732203907725143921e+01
1.000000000000000000e+00,1.100000000000000000e+01,6.000000000000000000e+00,5.948217674994216964e+01,0.000000000000000000e+00,6.660437220660943014e-01,5.260004409690542104e+01
1.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,5.687091526610203118e+01,0.000000000000000000e+00,2.141260081907694346e+00,4.568629337855765016e+01
1.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,5.500296297747703278e+01,0.000000000000000000e+00,1.306035529765109615e+00,5.257537930117614877e+01
2.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.499432530621254500e+01,0.000000000000000000e+00,6.390837731391795451e+00,2.791699809315464975e+01
1.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,5.655635393673532718e+01,1.000000000000000000e+00,1.343734683604140390e+00,4.181206611333287526e+01
2.000000000000000000e+00,2.200000000000000000e+01,3.000000000000000000e+00,3.007697541140623443e+01,1.000000000000000000e+00,5.931711779801271511e+00,1.897972788025640867e+01
2.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,3.691573867750125970e+01,0.000000000000000000e+00,3.392440173320619756e+00,1.888722707810104495e+01
2.000000000000000000e+00,1.600000000000000000e+01,5.000000000000000000e+00,3.354294366893869750e+01,0.000000000000000000e+00,1.050337923078319857e+00,2.856838040062921635e+01
1.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,6.162840036940886534e+01,0.000000000000000000e+00,6.595475370736893161e+00,2.154728745667941325e+01
3.000000000000000000e+00,1.900000000000000000e+01,3.000000000000000000e+00,2.109850783193378021e+01,0.000000000000000000e+00,4.847229276774600137e+00,6.394604933373550182e+00
2.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.558361117429831921e+01,0.000000000000000000e+00,2.268211346476797896e+00,3.304713663449101091e+01
1.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00,5.543415872403537747e+01,0.000000000000000000e+00,7.210108807495009486e+00,4.191402435211264788e+01
3.000000000000000000e+00,1.500000000000000000e+01,4.000000000000000000e+00,1.992358765709655088e+01,0.000000000000000000e+00,8.394373540291359959e-01,1.597456700210120850e+01
3.000000000000000000e+00,1.800000000000000000e+01,5.000000000000000000e+00,2.337190629883975745e+01,0.000000000000000000e+00,2.013647061483221812e+00,2.233108305754424450e+01
1.000000000000000000e+00,2.300000000000000000e+01,5.000000000000000000e+00,5.602627073881295416e+01,0.000000000000000000e+00,6.140351958543957878e+00,5.436352711408786575e+01
